Branch Customer Nbr,Cust_Name,Vendor Nbr,Vendor Name,Sku,Invoice Number,Product Description 1,Product Description 2,Date,Sales Associate Name,Sales Manager Code,Ossalesman,Ordered Quantity,Net Sales,Fiscal Quarter,Quarter Week,Fiscal Year,State Code,Fiscal Month Name,Region,New Region,Named Owner,Training CAS,Pro CAS,CAE,Category,Top SE,TEP,BU
14622801,VMWARE INC - PTS                   ,525U,INGRAM MICRO TRAINING - CISCO      ,8Y1749,148600311,VMWARE VSAN DEPLOY AND MANAGE  ,V6.6 VSANDM66-OE,9/19/2020,PROF TRAINING & SERVICES-VENDOR    ,C6,9009,1,3120,3,12,2020,CA,September,West,West,#N/A,Lipovsky,Bachulak,Barish,IMT,#N/A,#N/A,PTS
7433901,TECHNOLOGY RECOVERY GROUP LTD      ,189Y,"INGRAM MICRO SERVICES, LLC         ",YU3661,72605211,DEPLOYMENT SVC PRICED PER QUOTE,                                   ,9/28/2020,ALLEN DYSON                        ,2,3321,1,2027,3,13,2020,OH,September,Great Lakes,Great Lakes,Renee Iovieno,Genco,Gorman,Beach,IMDS,#N/A,#N/A,DCPOS
7433901,TECHNOLOGY RECOVERY GROUP LTD      ,189Y,"INGRAM MICRO SERVICES, LLC         ",YU3661,72605311,DEPLOYMENT SVC PRICED PER QUOTE,                                   ,9/28/2020,ALLEN DYSON                        ,2,3321,1,907.5,3,13,2020,OH,September,Great Lakes,Great Lakes,Renee Iovieno,Genco,Gorman,Beach,IMDS,#N/A,#N/A,DCPOS
14934871,FIELDS CONSULTING GROUP INC        ,9458,IM LINK US                         ,RD1460,149707011,IM LINK IMPLEMENTT REQUEST     ,MINIMUM 2 HOURS SERVICE,9/28/2020,MIKE BENNETT HUGHES                ,AS,9009,1,230,3,13,2020,AZ,September,West,West,Justin Bachulak,Lipovsky,Bachulak,Barish,IML,0,#N/A,SMB
14934871,FIELDS CONSULTING GROUP INC        ,9458,IM LINK US                         ,RD1460,149708011,IM LINK IMPLEMENTT REQUEST     ,MINIMUM 2 HOURS SERVICE,9/28/2020,MIKE BENNETT HUGHES                ,AS,9009,1,275,3,13,2020,AZ,September,West,West,Justin Bachulak,Lipovsky,Bachulak,Barish,IML,0,#N/A,SMB
14934871,FIELDS CONSULTING GROUP INC        ,9458,IM LINK US                         ,RD1460,149708711,IM LINK IMPLEMENTT REQUEST     ,MINIMUM 2 HOURS SERVICE,9/28/2020,MIKE BENNETT HUGHES                ,AS,9009,1,275,3,13,2020,AZ,September,West,West,Justin Bachulak,Lipovsky,Bachulak,Barish,IML,0,#N/A,SMB
14934871,FIELDS CONSULTING GROUP INC        ,9458,IM LINK US                         ,RD1460,149710311,IM LINK IMPLEMENTT REQUEST     ,MINIMUM 2 HOURS SERVICE,9/28/2020,MIKE BENNETT HUGHES                ,AS,9009,1,207.5,3,13,2020,AZ,September,West,West,Justin Bachulak,Lipovsky,Bachulak,Barish,IML,0,#N/A,SMB
14934871,FIELDS CONSULTING GROUP INC        ,9458,IM LINK US                         ,RD1460,149712211,IM LINK IMPLEMENTT REQUEST     ,MINIMUM 2 HOURS SERVICE,9/28/2020,MIKE BENNETT HUGHES                ,AS,9009,1,230,3,13,2020,AZ,September,West,West,Justin Bachulak,Lipovsky,Bachulak,Barish,IML,0,#N/A,SMB
14934871,FIELDS CONSULTING GROUP INC        ,9458,IM LINK US                         ,RD1460,149714411,IM LINK IMPLEMENTT REQUEST     ,MINIMUM 2 HOURS SERVICE,9/28/2020,MIKE BENNETT HUGHES                ,AS,9009,1,207.5,3,13,2020,AZ,September,West,West,Justin Bachulak,Lipovsky,Bachulak,Barish,IML,0,#N/A,SMB
14934871,FIELDS CONSULTING GROUP INC        ,9458,IM LINK US                         ,RD1460,149896811,IM LINK IMPLEMENTT REQUEST     ,MINIMUM 2 HOURS SERVICE,9/28/2020,MIKE BENNETT HUGHES                ,AS,9009,1,280,3,13,2020,AZ,September,West,West,Justin Bachulak,Lipovsky,Bachulak,Barish,IML,0,#N/A,SMB
20000470,ACCUDATA SYSTEMS INC               ,526U,INGRAM MICRO TRAINING - VMWARE     ,8K1421,204961211,VMWARE VSPHERE INSTALL CONFIG  ,MANAGE V6.5,9/28/2020,RAY HALL            TN             ,TN,3623,1,3187,3,13,2020,TX,September,Southeast,South Central,#N/A,Lipovsky,Bugenhagen,Gould,IMT,#N/A,Mickey Woods,Networking Security
21302852,RESPARIO LP                        ,189Y,"INGRAM MICRO SERVICES, LLC         ",YU3661,210641211,DEPLOYMENT SVC PRICED PER QUOTE,                                   ,9/28/2020,ASHLEY MAY                         ,J4,V136,1,487.5,3,13,2020,TX,September,Southeast,South Central,#N/A,Lipovsky,Bugenhagen,Gould,IMDS,#N/A,#N/A,ProAV
21302852,RESPARIO LP                        ,189Y,"INGRAM MICRO SERVICES, LLC         ",YU3661,210641411,DEPLOYMENT SVC PRICED PER QUOTE,                                   ,9/28/2020,ASHLEY MAY                         ,J4,V136,1,3966.25,3,13,2020,TX,September,Southeast,South Central,#N/A,Lipovsky,Bugenhagen,Gould,IMDS,#N/A,#N/A,ProAV
21728232,RELIABLE IT LLC                    ,Y025,IM PARTNER TECHNICAL ENABLEMENT    ,9X4081,210768111,PTE GRAD INTRO TO TECH SERIES  ,                                   ,9/28/2020,JOSEPH GALONE       AS             ,AS,9009,1,374,3,13,2020,MA,September,Northeast,Northeast,Scott Lipovsky,Klimek,Gorman,Trapp,IMT,#N/A,#N/A,SMB
21835961,CENTRE TECHNOLOGIES INC            ,9458,IM LINK US                         ,RD1460,210684311,IM LINK IMPLEMENTT REQUEST     ,MINIMUM 2 HOURS SERVICE,9/28/2020,FRAN JAYNE          CA             ,CA,3756,1,537.78,3,13,2020,TX,September,Southeast,South Central,Scott Lipovsky,Lipovsky,Bugenhagen,Gould,IML,0,Bielawski,ACD
30168576,INFOAXIS  INC                      ,9458,IM LINK US                         ,RD1459,309967711,IM LINK PLAN REQUEST           ,MINIMUM 2 HOURS SERVICE,9/28/2020,ROBERT OSBORNE      Y2,Y2,7458,1,445.56,3,13,2020,NJ,September,Northeast,Northeast,Matthew Gorman,Klimek,Gorman,Trapp,IML,0,#N/A,Mid Tier VAR East
30290602,IT TECHDIRECT LLC                  ,9458,IM LINK US                         ,RD1460,309866011,IM LINK IMPLEMENTT REQUEST     ,MINIMUM 2 HOURS SERVICE,9/28/2020,JEFFREY WIZA                       ,AS,9009,1,320,3,13,2020,MD,September,Southeast,Mid-Atlantic,Eric McKinley,Klimek,Bugenhagen,McKinley,IML,0,#N/A,SMB
30290602,IT TECHDIRECT LLC                  ,9458,IM LINK US                         ,RD1460,309952111,IM LINK IMPLEMENTT REQUEST     ,MINIMUM 2 HOURS SERVICE,9/28/2020,JEFFREY WIZA                       ,AS,9009,1,300,3,13,2020,MD,September,Southeast,Mid-Atlantic,Eric McKinley,Klimek,Bugenhagen,McKinley,IML,0,#N/A,SMB
30295431,ENTERPRISE NETWORK SOLUTIONS       ,9458,IM LINK US                         ,ZH1618,309908711,LINK SERV PROVIDER MEMBERSHIP  ,                                   ,9/28/2020,MELISSA DREGER                     ,AS,9009,1,100,3,13,2020,NJ,September,Northeast,Northeast,Matthew Gorman,Klimek,Gorman,Trapp,IML,0,#N/A,SMB
30300832,SUNSET GROUP LTD                   ,526U,INGRAM MICRO TRAINING - VMWARE     ,4J6216,309731711,VMWARE VSPHERE INSTALL CONFIG  ,MANAGE V6 EDU-VSICM6-EL,9/28/2020,NICHOLAS MOSES                     ,AS,9009,1,2975,3,13,2020,VA,September,Southeast,Mid-Atlantic,#N/A,Klimek,Bugenhagen,McKinley,IMT,#N/A,#N/A,SMB
30300832,SUNSET GROUP LTD                   ,526U,INGRAM MICRO TRAINING - VMWARE     ,8K1421,300097611,VMWARE VSPHERE INSTALL CONFIG  ,MANAGE V6.5,9/28/2020,NICHOLAS MOSES                     ,AS,9009,1,2125,3,13,2020,VA,September,Southeast,Mid-Atlantic,#N/A,Klimek,Bugenhagen,McKinley,IMT,#N/A,#N/A,SMB
30300832,SUNSET GROUP LTD                   ,526U,INGRAM MICRO TRAINING - VMWARE     ,8K1421,300097711,VMWARE VSPHERE INSTALL CONFIG  ,MANAGE V6.5,9/28/2020,NICHOLAS MOSES                     ,AS,9009,1,2125,3,13,2020,VA,September,Southeast,Mid-Atlantic,#N/A,Klimek,Bugenhagen,McKinley,IMT,#N/A,#N/A,SMB
30485182,MOBLTY INC                         ,189Y,"INGRAM MICRO SERVICES, LLC         ",YU3661,309930811,DEPLOYMENT SVC PRICED PER QUOTE,                                   ,9/28/2020,ASHLEY MAY                         ,J4,V252,1,525,3,13,2020,NJ,September,Northeast,Northeast,Renee Iovieno,Klimek,Gorman,Trapp,IMDS,0,#N/A,ProAV
30746922,FCC CONSULTING SERVICES LLC        ,189Y,"INGRAM MICRO SERVICES, LLC         ",YU3661,309935511,DEPLOYMENT SVC PRICED PER QUOTE,                                   ,9/28/2020,KALIE MICHALSKI                    ,AS,9009,1,1800,3,13,2020,NJ,September,Northeast,Northeast,#N/A,Klimek,Gorman,Trapp,IMDS,#N/A,#N/A,SMB
30985160,MANAGED BUSINESS COMMUNICATIONS INC,189Y,"INGRAM MICRO SERVICES, LLC         ",YU3661,309929411,DEPLOYMENT SVC PRICED PER QUOTE,                                   ,9/28/2020,MATTHEW MUNN        TB             ,TB,2218,1,2960,3,13,2020,NJ,September,Northeast,Northeast,Jay Loeffler,Klimek,Gorman,Trapp,IMDS,0,#N/A,Cisco
30985160,MANAGED BUSINESS COMMUNICATIONS INC,189Y,"INGRAM MICRO SERVICES, LLC         ",YU3661,309930511,DEPLOYMENT SVC PRICED PER QUOTE,                                   ,9/28/2020,MATTHEW MUNN        TB             ,TB,2218,1,11216.25,3,13,2020,NJ,September,Northeast,Northeast,Jay Loeffler,Klimek,Gorman,Trapp,IMDS,0,#N/A,Cisco
40005560,INSIGHT DIRECT USA INC             ,9458,IM LINK US                         ,RD1460,40XN5JW11,IM LINK IMPLEMENTT REQUEST     ,MINIMUM 2 HOURS SERVICE,9/28/2020,LORI ADDEO          J3,J3,1520,50,8150,3,13,2020,AZ,September,West,West,Jennifer Barish,Lipovsky,Bachulak,Barish,IML,0,#N/A,NSP
40016604,BELL TECHLOGIX INC                 ,9458,IM LINK US                         ,RD1459,40XMZMV11,IM LINK PLAN REQUEST           ,MINIMUM 2 HOURS SERVICE,9/28/2020,JEFFREY DILUCENTE                  ,Y2,MAHL,1,468.24,3,13,2020,IN,September,Great Lakes,Great Lakes,Michael Beach,Genco,Gorman,Beach,IML,#N/A,#N/A,Mid Tier VAR East
40016604,BELL TECHLOGIX INC                 ,9458,IM LINK US                         ,RD1459,40XN0M211,IM LINK PLAN REQUEST           ,MINIMUM 2 HOURS SERVICE,9/28/2020,JEFFREY DILUCENTE                  ,Y2,MAHL,1,820.43,3,13,2020,IN,September,Great Lakes,Great Lakes,Michael Beach,Genco,Gorman,Beach,IML,#N/A,#N/A,Mid Tier VAR East
40016604,BELL TECHLOGIX INC                 ,9458,IM LINK US                         ,RD1459,40XN0ML11,IM LINK PLAN REQUEST           ,MINIMUM 2 HOURS SERVICE,9/28/2020,JEFFREY DILUCENTE                  ,Y2,MAHL,1,499.79,3,13,2020,IN,September,Great Lakes,Great Lakes,Michael Beach,Genco,Gorman,Beach,IML,#N/A,#N/A,Mid Tier VAR East
40557960,SOVRAN INC                         ,9458,IM LINK US                         ,RD1459,404737811,IM LINK PLAN REQUEST           ,MINIMUM 2 HOURS SERVICE,9/28/2020,LINDA TELFAIR       CA             ,CA,3604,1,237.88,3,13,2020,MN,September,Midwest,North Central,Renee Iovieno,Genco,Bugenhagen,McKinley,IML,#N/A,#N/A,ACD
41032738,SYSTEMS SOLUTIONS INC              ,9458,IM LINK US                         ,ZH1618,410522411,LINK SERV PROVIDER MEMBERSHIP  ,                                   ,9/28/2020,AUSTIN WALTS                       ,G1,9009,1,100,3,13,2020,IL,September,Midwest,Great Lakes,#N/A,Genco,Gorman,Beach,IML,#N/A,#N/A,PS
41357562,STANLEY CONVERGENT SECURITY SOL INC,189Y,"INGRAM MICRO SERVICES, LLC         ",YU3661,41LZHDG11,DEPLOYMENT SVC PRICED PER QUOTE,                                   ,9/28/2020,DAVID VOGEL                        ,J6,KSMA,1,4180,3,13,2020,IN,September,Great Lakes,Great Lakes,#N/A,Genco,Gorman,Beach,IMDS,#N/A,Tom Jones,Physical Security
41357562,STANLEY CONVERGENT SECURITY SOL INC,189Y,"INGRAM MICRO SERVICES, LLC         ",YU3661,41LZHDH11,DEPLOYMENT SVC PRICED PER QUOTE,                                   ,9/28/2020,DAVID VOGEL                        ,J6,KSMA,1,1980,3,13,2020,IN,September,Great Lakes,Great Lakes,#N/A,Genco,Gorman,Beach,IMDS,#N/A,Tom Jones,Physical Security
41357562,STANLEY CONVERGENT SECURITY SOL INC,189Y,"INGRAM MICRO SERVICES, LLC         ",YU3661,41LZHDL11,DEPLOYMENT SVC PRICED PER QUOTE,                                   ,9/28/2020,DAVID VOGEL                        ,J6,KSMA,1,1980,3,13,2020,IN,September,Great Lakes,Great Lakes,#N/A,Genco,Gorman,Beach,IMDS,#N/A,Tom Jones,Physical Security
41357562,STANLEY CONVERGENT SECURITY SOL INC,189Y,"INGRAM MICRO SERVICES, LLC         ",YU3661,41LZHDN11,DEPLOYMENT SVC PRICED PER QUOTE,                                   ,9/28/2020,DAVID VOGEL                        ,J6,KSMA,1,1980,3,13,2020,IN,September,Great Lakes,Great Lakes,#N/A,Genco,Gorman,Beach,IMDS,#N/A,Tom Jones,Physical Security
41357562,STANLEY CONVERGENT SECURITY SOL INC,189Y,"INGRAM MICRO SERVICES, LLC         ",YU3661,41LZHDP11,DEPLOYMENT SVC PRICED PER QUOTE,                                   ,9/28/2020,DAVID VOGEL                        ,J6,KSMA,1,2590,3,13,2020,IN,September,Great Lakes,Great Lakes,#N/A,Genco,Gorman,Beach,IMDS,#N/A,Tom Jones,Physical Security
41431791,PROVIDENCE MANAGEMENT & DEVELOPMENT,902U,INGRAM MICRO GLOBAL TRAINING       ,8X7230,410767711,SONICWALL NETWORK SECURITY     ,ADVANCED ADMINISTRATION NSAA       ,9/28/2020,MARCUS CAMPBELL                    ,Y2,MAHL,1,995,3,13,2020,IL,September,Midwest,Great Lakes,#N/A,Genco,Gorman,Beach,IMT,#N/A,Kwiatkowski,Mid Tier VAR East
41563162,VEEAM SOFTWARE CORP                ,165Y,INGRAM MICRO TRAINING VEEAM        ,8K1221,410866511,DESIGN ND OPTIMIZATION V1 VEEAM,CERTIFIED ENGINEER-ADVANCED        ,9/28/2020,CORE BASE                          ,AM,MNLE,1,1000,3,13,2020,OH,September,Great Lakes,Great Lakes,#N/A,Genco,Gorman,Beach,IMT,#N/A,#N/A,SMB
41563162,VEEAM SOFTWARE CORP                ,165Y,INGRAM MICRO TRAINING VEEAM        ,RP6696,410865811,VEEAM CERTIFIED ENGINEER VMCE  ,3 DAY ONLINE INSTRUCTOR LED,9/28/2020,CORE BASE                          ,AM,MNLE,2,3000,3,13,2020,OH,September,Great Lakes,Great Lakes,#N/A,Genco,Gorman,Beach,IMT,#N/A,#N/A,SMB
41563162,VEEAM SOFTWARE CORP                ,165Y,INGRAM MICRO TRAINING VEEAM        ,RP6696,410866011,VEEAM CERTIFIED ENGINEER VMCE  ,3 DAY ONLINE INSTRUCTOR LED,9/28/2020,CORE BASE                          ,AM,MNLE,2,3000,3,13,2020,OH,September,Great Lakes,Great Lakes,#N/A,Genco,Gorman,Beach,IMT,#N/A,#N/A,SMB
41563162,VEEAM SOFTWARE CORP                ,165Y,INGRAM MICRO TRAINING VEEAM        ,RP6696,410866711,VEEAM CERTIFIED ENGINEER VMCE  ,3 DAY ONLINE INSTRUCTOR LED,9/28/2020,CORE BASE                          ,AM,MNLE,4,6000,3,13,2020,OH,September,Great Lakes,Great Lakes,#N/A,Genco,Gorman,Beach,IMT,#N/A,#N/A,SMB
50274500,HPM INC                            ,1831,VPN DYNAMICS                       ,YZ3602,503692211,INGRAM MICRO TRAINING OTHER    ,                                   ,9/28/2020,ROBIN ADLER                        ,CA,3771,2,1807,3,13,2020,CA,September,West,West,Scott Lipovsky,Lipovsky,Bachulak,Barish,IMT,0,#N/A,ACD
50274500,HPM INC                            ,524U,INGRAM MICRO TRAINING - MICROSOFT  ,2JQ956,503692211,IMPLEMENTING MICROSOFT AZURE   ,INFRASTRUCTURE SOLUTIONS MS20533,9/28/2020,ROBIN ADLER                        ,CA,3771,1,2550,3,13,2020,CA,September,West,West,Scott Lipovsky,Lipovsky,Bachulak,Barish,IMT,0,#N/A,ACD
50274500,HPM INC                            ,524U,INGRAM MICRO TRAINING - MICROSOFT  ,YZ3604,503692211,INGRAM MICRO TRAINING MICROSOFT,                                   ,9/28/2020,ROBIN ADLER                        ,CA,3771,1,2550,3,13,2020,CA,September,West,West,Scott Lipovsky,Lipovsky,Bachulak,Barish,IMT,0,#N/A,ACD
50361660,3MD INC,9458,IM LINK US                         ,RD1460,503510911,IM LINK IMPLEMENTT REQUEST     ,MINIMUM 2 HOURS SERVICE,9/28/2020,KELLY RUCKER                       ,K5,7375,1,397.5,3,13,2020,WA,September,West,West,Renee Iovieno,Lipovsky,Bachulak,Barish,IML,#N/A,#N/A,Mid Tier VAR West
50541812,CLUSTER NETWORKS INC               ,189Y,"INGRAM MICRO SERVICES, LLC         ",YU3661,503521411,DEPLOYMENT SVC PRICED PER QUOTE,                                   ,9/28/2020,MIKE BENNETT HUGHES                ,AS,9009,1,200,3,13,2020,CA,September,West,West,Jay Loeffler,Lipovsky,Bachulak,Barish,IMDS,0,#N/A,SMB
50541812,CLUSTER NETWORKS INC               ,189Y,"INGRAM MICRO SERVICES, LLC         ",YU3661,503521511,DEPLOYMENT SVC PRICED PER QUOTE,                                   ,9/28/2020,MIKE BENNETT HUGHES                ,AS,9009,1,256.25,3,13,2020,CA,September,West,West,Jay Loeffler,Lipovsky,Bachulak,Barish,IMDS,0,#N/A,SMB
50724102,CLOUD HARMONICS INC                ,050Y,CITRIX - CALC                      ,3F1612,502883711,NETSCALER ESSENTIALS AND       ,TRAFFIC MANAGEMENT CNS 220,9/28/2020,MIKE BENNETT HUGHES                ,AS,9009,1,1250,3,13,2020,CA,September,West,West,#N/A,Lipovsky,Bachulak,Barish,IMT,#N/A,#N/A,SMB
60046516,PC PLUS TECHNOLOGIES INC           ,9458,IM LINK US                         ,RD1460,601141411,IM LINK IMPLEMENTT REQUEST     ,MINIMUM 2 HOURS SERVICE,9/28/2020,LISA KRAKOWIAK                     ,Y2,B700,1,750,3,13,2020,MA,September,Northeast,Northeast,#N/A,Klimek,Gorman,Trapp,IML,#N/A,#N/A,Mid Tier VAR East
60266960,PC CONNECTION INC                  ,9458,IM LINK US                         ,RD1460,601144011,IM LINK IMPLEMENTT REQUEST     ,MINIMUM 2 HOURS SERVICE,9/28/2020,CHERYL GAJEWSKI     J3,J3,7003,1,3300,3,13,2020,NH,September,Northeast,Northeast,Matthew Gorman,Klimek,Gorman,Trapp,IML,0,#N/A,NSP
60342126,CITADEL NY INC                     ,526U,INGRAM MICRO TRAINING - VMWARE     ,8X7065,600480511,VMWARE VSPHERE ICM+ OPTIMIZE   ,& SCALE FT V6.5 - VICMOSFTV65-OE,9/28/2020,WM MATTHEW LODS                    ,Y2,7458,2,3237,3,13,2020,NY,September,Great Lakes,Northeast,#N/A,Klimek,Gorman,Trapp,IMT,#N/A,#N/A,Mid Tier VAR East
60373106,SYSTEMS MANAGEMENT PLANNING INC    ,189Y,"INGRAM MICRO SERVICES, LLC         ",YU3661,600845611,DEPLOYMENT SVC PRICED PER QUOTE,                                   ,9/28/2020,PAUL GANZENMULLER                  ,Y2,V250,1,2655,3,13,2020,NY,September,Great Lakes,Northeast,Brad Banas,Klimek,Gorman,Trapp,IMDS,Tom Norman,Tom Norman,Mid Tier VAR East
60799280,WORLDCOM EXCHANGE INC              ,189Y,"INGRAM MICRO SERVICES, LLC         ",YU3661,60RQKMP11,DEPLOYMENT SVC PRICED PER QUOTE,                                   ,9/28/2020,ANTHONY VALVO       CA             ,CA,7468,1,1050,3,13,2020,NH,September,Northeast,Northeast,Gregory Trapp,Klimek,Gorman,Trapp,IMDS,0,Nick Vermiglio,ACD
60799280,WORLDCOM EXCHANGE INC              ,189Y,"INGRAM MICRO SERVICES, LLC         ",YU3661,60RQKMX11,DEPLOYMENT SVC PRICED PER QUOTE,                                   ,9/28/2020,ANTHONY VALVO       CA             ,CA,7468,1,8000,3,13,2020,NH,September,Northeast,Northeast,Gregory Trapp,Klimek,Gorman,Trapp,IMDS,0,Nick Vermiglio,ACD
60799280,WORLDCOM EXCHANGE INC              ,189Y,"INGRAM MICRO SERVICES, LLC         ",YU3661,60RQKZD11,DEPLOYMENT SVC PRICED PER QUOTE,                                   ,9/28/2020,ANTHONY VALVO       CA             ,CA,7468,1,5100,3,13,2020,NH,September,Northeast,Northeast,Gregory Trapp,Klimek,Gorman,Trapp,IMDS,0,Nick Vermiglio,ACD
60799280,WORLDCOM EXCHANGE INC              ,189Y,"INGRAM MICRO SERVICES, LLC         ",YU3661,60RQKZJ11,DEPLOYMENT SVC PRICED PER QUOTE,                                   ,9/28/2020,ANTHONY VALVO       CA             ,CA,7468,1,2550,3,13,2020,NH,September,Northeast,Northeast,Gregory Trapp,Klimek,Gorman,Trapp,IMDS,0,Nick Vermiglio,ACD
60799280,WORLDCOM EXCHANGE INC              ,189Y,"INGRAM MICRO SERVICES, LLC         ",YU3661,60RQKZR11,DEPLOYMENT SVC PRICED PER QUOTE,                                   ,9/28/2020,ANTHONY VALVO       CA             ,CA,7468,1,6300,3,13,2020,NH,September,Northeast,Northeast,Gregory Trapp,Klimek,Gorman,Trapp,IMDS,0,Nick Vermiglio,ACD
60799280,WORLDCOM EXCHANGE INC              ,189Y,"INGRAM MICRO SERVICES, LLC         ",YU3661,60RQKZY11,DEPLOYMENT SVC PRICED PER QUOTE,                                   ,9/28/2020,ANTHONY VALVO       CA             ,CA,7468,1,5100,3,13,2020,NH,September,Northeast,Northeast,Gregory Trapp,Klimek,Gorman,Trapp,IMDS,0,Nick Vermiglio,ACD
70405032,VERIZON BUSINESS PURCHASING LLC    ,189Y,"INGRAM MICRO SERVICES, LLC         ",2MG251,703389611,IGM-IPT-EKTSCSS-000004,SMALL EKTS 0-8 STATIONS,9/28/2020,KAREN KOWALCZYK                    ,J8,3398,1,360,3,13,2020,OK,September,Southeast,South Central,#N/A,Lipovsky,Bugenhagen,Gould,IMDS,#N/A,#N/A,Global Accounts
70405032,VERIZON BUSINESS PURCHASING LLC    ,189Y,"INGRAM MICRO SERVICES, LLC         ",2MG251,703390411,IGM-IPT-EKTSCSS-000004,SMALL EKTS 0-8 STATIONS,9/28/2020,KAREN KOWALCZYK                    ,J8,3398,1,360,3,13,2020,OK,September,Southeast,South Central,#N/A,Lipovsky,Bugenhagen,Gould,IMDS,#N/A,#N/A,Global Accounts
70405032,VERIZON BUSINESS PURCHASING LLC    ,189Y,"INGRAM MICRO SERVICES, LLC         ",2MG251,703393311,IGM-IPT-EKTSCSS-000004,SMALL EKTS 0-8 STATIONS,9/28/2020,KAREN KOWALCZYK                    ,J8,3398,1,360,3,13,2020,OK,September,Southeast,South Central,#N/A,Lipovsky,Bugenhagen,Gould,IMDS,#N/A,#N/A,Global Accounts
70405032,VERIZON BUSINESS PURCHASING LLC    ,189Y,"INGRAM MICRO SERVICES, LLC         ",2MG251,703393611,IGM-IPT-EKTSCSS-000004,SMALL EKTS 0-8 STATIONS,9/28/2020,KAREN KOWALCZYK                    ,J8,3398,1,360,3,13,2020,OK,September,Southeast,South Central,#N/A,Lipovsky,Bugenhagen,Gould,IMDS,#N/A,#N/A,Global Accounts
70405032,VERIZON BUSINESS PURCHASING LLC    ,189Y,"INGRAM MICRO SERVICES, LLC         ",2MG251,703394911,IGM-IPT-EKTSCSS-000004,SMALL EKTS 0-8 STATIONS,9/28/2020,KAREN KOWALCZYK                    ,J8,3398,1,360,3,13,2020,OK,September,Southeast,South Central,#N/A,Lipovsky,Bugenhagen,Gould,IMDS,#N/A,#N/A,Global Accounts
70405032,VERIZON BUSINESS PURCHASING LLC    ,189Y,"INGRAM MICRO SERVICES, LLC         ",2MG251,703395411,IGM-IPT-EKTSCSS-000004,SMALL EKTS 0-8 STATIONS,9/28/2020,KAREN KOWALCZYK                    ,J8,3398,1,360,3,13,2020,OK,September,Southeast,South Central,#N/A,Lipovsky,Bugenhagen,Gould,IMDS,#N/A,#N/A,Global Accounts
70405032,VERIZON BUSINESS PURCHASING LLC    ,189Y,"INGRAM MICRO SERVICES, LLC         ",2MG251,703399011,IGM-IPT-EKTSCSS-000004,SMALL EKTS 0-8 STATIONS,9/28/2020,KAREN KOWALCZYK                    ,J8,3398,1,360,3,13,2020,OK,September,Southeast,South Central,#N/A,Lipovsky,Bugenhagen,Gould,IMDS,#N/A,#N/A,Global Accounts
70405032,VERIZON BUSINESS PURCHASING LLC    ,189Y,"INGRAM MICRO SERVICES, LLC         ",2MG251,703401911,IGM-IPT-EKTSCSS-000004,SMALL EKTS 0-8 STATIONS,9/28/2020,KAREN KOWALCZYK                    ,J8,3398,1,360,3,13,2020,OK,September,Southeast,South Central,#N/A,Lipovsky,Bugenhagen,Gould,IMDS,#N/A,#N/A,Global Accounts
70405032,VERIZON BUSINESS PURCHASING LLC    ,189Y,"INGRAM MICRO SERVICES, LLC         ",2MG251,703408911,IGM-IPT-EKTSCSS-000004,SMALL EKTS 0-8 STATIONS,9/28/2020,KAREN KOWALCZYK                    ,J8,3398,1,360,3,13,2020,OK,September,Southeast,South Central,#N/A,Lipovsky,Bugenhagen,Gould,IMDS,#N/A,#N/A,Global Accounts
70405032,VERIZON BUSINESS PURCHASING LLC    ,189Y,"INGRAM MICRO SERVICES, LLC         ",2MG251,703410411,IGM-IPT-EKTSCSS-000004,SMALL EKTS 0-8 STATIONS,9/28/2020,KAREN KOWALCZYK                    ,J8,3398,1,360,3,13,2020,OK,September,Southeast,South Central,#N/A,Lipovsky,Bugenhagen,Gould,IMDS,#N/A,#N/A,Global Accounts
70405032,VERIZON BUSINESS PURCHASING LLC    ,189Y,"INGRAM MICRO SERVICES, LLC         ",2MG251,703415111,IGM-IPT-EKTSCSS-000004,SMALL EKTS 0-8 STATIONS,9/28/2020,KAREN KOWALCZYK                    ,J8,3398,1,360,3,13,2020,OK,September,Southeast,South Central,#N/A,Lipovsky,Bugenhagen,Gould,IMDS,#N/A,#N/A,Global Accounts
70405032,VERIZON BUSINESS PURCHASING LLC    ,189Y,"INGRAM MICRO SERVICES, LLC         ",2MG251,703416911,IGM-IPT-EKTSCSS-000004,SMALL EKTS 0-8 STATIONS,9/28/2020,KAREN KOWALCZYK                    ,J8,3398,1,360,3,13,2020,OK,September,Southeast,South Central,#N/A,Lipovsky,Bugenhagen,Gould,IMDS,#N/A,#N/A,Global Accounts
70405032,VERIZON BUSINESS PURCHASING LLC    ,189Y,"INGRAM MICRO SERVICES, LLC         ",2MG251,703500111,IGM-IPT-EKTSCSS-000004,SMALL EKTS 0-8 STATIONS,9/28/2020,KAREN KOWALCZYK                    ,J8,3398,1,360,3,13,2020,OK,September,Southeast,South Central,#N/A,Lipovsky,Bugenhagen,Gould,IMDS,#N/A,#N/A,Global Accounts
70405032,VERIZON BUSINESS PURCHASING LLC    ,189Y,"INGRAM MICRO SERVICES, LLC         ",2MG251,703500411,IGM-IPT-EKTSCSS-000004,SMALL EKTS 0-8 STATIONS,9/28/2020,KAREN KOWALCZYK                    ,J8,3398,1,360,3,13,2020,OK,September,Southeast,South Central,#N/A,Lipovsky,Bugenhagen,Gould,IMDS,#N/A,#N/A,Global Accounts
