Date,Segments,Scenario,Branch,Customers_Size,Segment_Split,Customers,Users_Added,Carefull_Budget,Transitioned_Accounts,Beginning_Value,Beneficiaries,Retained_Value,Income_Producing_Assets,Income,Days_Retained,Remaining_Beneficiaries
2021-06-30,Segment A,PLAN,Branch_2,75000,0.2,15000.0,2,29.9,0.5,60000.0,0.65,57000.0,48450.0,1453.5,270.0,0.29250000000000004
2021-06-30,Segment A,PLAN,Branch_3,75000,0.2,15000.0,2,29.9,0.5,60000.0,0.65,57000.0,48450.0,1453.5,270.0,0.29250000000000004
2021-07-31,Segment A,PLAN,Branch_1,75000,0.2,15000.0,2,29.9,0.5,60000.0,0.65,57000.0,48450.0,1453.5,270.0,0.29250000000000004
2021-07-31,Segment A,PLAN,Branch_2,75000,0.2,15000.0,2,29.9,0.5,60000.0,0.65,57000.0,48450.0,1453.5,270.0,0.29250000000000004
2021-07-31,Segment A,PLAN,Branch_3,75000,0.2,15000.0,2,29.9,0.5,60000.0,0.65,57000.0,48450.0,1453.5,270.0,0.29250000000000004
2021-08-31,Segment A,PLAN,Branch_1,75000,0.2,15000.0,2,29.9,0.5,60000.0,0.65,57000.0,48450.0,1453.5,270.0,0.29250000000000004
2021-08-31,Segment A,PLAN,Branch_2,75000,0.2,15000.0,2,29.9,0.5,60000.0,0.65,57000.0,48450.0,1453.5,270.0,0.29250000000000004
2021-08-31,Segment A,PLAN,Branch_3,75000,0.2,15000.0,2,29.9,0.5,60000.0,0.65,57000.0,48450.0,1453.5,270.0,0.29250000000000004
2021-09-30,Segment A,PLAN,Branch_1,75000,0.2,15000.0,2,29.9,0.5,60000.0,0.65,57000.0,48450.0,1453.5,270.0,0.29250000000000004
2021-09-30,Segment A,PLAN,Branch_2,75000,0.2,15000.0,2,29.9,0.5,60000.0,0.65,57000.0,48450.0,1453.5,270.0,0.29250000000000004
2021-09-30,Segment A,PLAN,Branch_3,75000,0.2,15000.0,2,29.9,0.5,60000.0,0.65,57000.0,48450.0,1453.5,270.0,0.29250000000000004
2021-10-31,Segment A,PLAN,Branch_1,75000,0.2,15000.0,2,29.9,0.5,60000.0,0.65,57000.0,48450.0,1453.5,270.0,0.29250000000000004
2021-10-31,Segment A,PLAN,Branch_2,75000,0.2,15000.0,2,29.9,0.5,60000.0,0.65,57000.0,48450.0,1453.5,270.0,0.29250000000000004
2021-10-31,Segment A,PLAN,Branch_3,75000,0.2,15000.0,2,29.9,0.5,60000.0,0.65,57000.0,48450.0,1453.5,270.0,0.29250000000000004
2021-11-30,Segment A,PLAN,Branch_1,75000,0.2,15000.0,2,29.9,0.5,60000.0,0.65,57000.0,48450.0,1453.5,270.0,0.29250000000000004
2021-11-30,Segment A,PLAN,Branch_2,75000,0.2,15000.0,2,29.9,0.5,60000.0,0.65,57000.0,48450.0,1453.5,270.0,0.29250000000000004
2021-11-30,Segment A,PLAN,Branch_3,75000,0.2,15000.0,2,29.9,0.5,60000.0,0.65,57000.0,48450.0,1453.5,270.0,0.29250000000000004
2021-12-31,Segment A,PLAN,Branch_1,75000,0.2,15000.0,2,29.9,0.5,60000.0,0.65,57000.0,48450.0,1453.5,270.0,0.29250000000000004
2021-12-31,Segment A,PLAN,Branch_2,75000,0.2,15000.0,2,29.9,0.5,60000.0,0.65,57000.0,48450.0,1453.5,270.0,0.29250000000000004
2021-12-31,Segment A,PLAN,Branch_3,75000,0.2,15000.0,2,29.9,0.5,60000.0,0.65,57000.0,48450.0,1453.5,270.0,0.29250000000000004
2022-01-31,Segment A,PLAN,Branch_1,75000,0.2,15000.0,2,29.9,0.5,60000.0,0.65,57000.0,48450.0,1453.5,270.0,0.29250000000000004
2022-01-31,Segment A,PLAN,Branch_2,75000,0.2,15000.0,2,29.9,0.5,60000.0,0.65,57000.0,48450.0,1453.5,270.0,0.29250000000000004
2022-01-31,Segment A,PLAN,Branch_3,75000,0.2,15000.0,2,29.9,0.5,60000.0,0.65,57000.0,48450.0,1453.5,270.0,0.29250000000000004
2022-02-28,Segment A,PLAN,Branch_1,75000,0.2,15000.0,2,29.9,0.5,60000.0,0.65,57000.0,48450.0,1453.5,270.0,0.29250000000000004
2022-02-28,Segment A,PLAN,Branch_2,75000,0.2,15000.0,2,29.9,0.5,60000.0,0.65,57000.0,48450.0,1453.5,270.0,0.29250000000000004
2022-02-28,Segment A,PLAN,Branch_3,75000,0.2,15000.0,2,29.9,0.5,60000.0,0.65,57000.0,48450.0,1453.5,270.0,0.29250000000000004
2022-03-31,Segment A,PLAN,Branch_1,75000,0.2,15000.0,2,29.9,0.5,60000.0,0.65,57000.0,48450.0,1453.5,270.0,0.29250000000000004
2022-03-31,Segment A,PLAN,Branch_2,75000,0.2,15000.0,2,29.9,0.5,60000.0,0.65,57000.0,48450.0,1453.5,270.0,0.29250000000000004
2022-03-31,Segment A,PLAN,Branch_3,75000,0.2,15000.0,2,29.9,0.5,60000.0,0.65,57000.0,48450.0,1453.5,270.0,0.29250000000000004
2022-04-30,Segment A,PLAN,Branch_1,75000,0.2,15000.0,2,29.9,0.5,60000.0,0.65,57000.0,48450.0,1453.5,270.0,0.29250000000000004
2022-04-30,Segment A,PLAN,Branch_2,75000,0.2,15000.0,2,29.9,0.5,60000.0,0.65,57000.0,48450.0,1453.5,270.0,0.29250000000000004
2022-04-30,Segment A,PLAN,Branch_3,75000,0.2,15000.0,2,29.9,0.5,60000.0,0.65,57000.0,48450.0,1453.5,270.0,0.29250000000000004
2022-05-31,Segment A,PLAN,Branch_1,75000,0.2,15000.0,2,29.9,0.5,60000.0,0.65,57000.0,48450.0,1453.5,270.0,0.29250000000000004
2022-05-31,Segment A,PLAN,Branch_2,75000,0.2,15000.0,2,29.9,0.5,60000.0,0.65,57000.0,48450.0,1453.5,270.0,0.29250000000000004
2022-05-31,Segment A,PLAN,Branch_3,75000,0.2,15000.0,2,29.9,0.5,60000.0,0.65,57000.0,48450.0,1453.5,270.0,0.29250000000000004
2022-06-30,Segment A,PLAN,Branch_1,75000,0.2,15000.0,2,29.9,0.5,60000.0,0.65,57000.0,48450.0,1453.5,270.0,0.29250000000000004
2022-06-30,Segment A,PLAN,Branch_2,75000,0.2,15000.0,2,29.9,0.5,60000.0,0.65,57000.0,48450.0,1453.5,270.0,0.29250000000000004
2022-06-30,Segment A,PLAN,Branch_3,75000,0.2,15000.0,2,29.9,0.5,60000.0,0.65,57000.0,48450.0,1453.5,270.0,0.29250000000000004
2022-07-31,Segment A,PLAN,Branch_1,75000,0.2,15000.0,2,29.9,0.5,60000.0,0.65,57000.0,48450.0,1453.5,270.0,0.29250000000000004
2022-07-31,Segment A,PLAN,Branch_2,75000,0.2,15000.0,2,29.9,0.5,60000.0,0.65,57000.0,48450.0,1453.5,270.0,0.29250000000000004
2022-07-31,Segment A,PLAN,Branch_3,75000,0.2,15000.0,2,29.9,0.5,60000.0,0.65,57000.0,48450.0,1453.5,270.0,0.29250000000000004
2022-08-31,Segment A,PLAN,Branch_1,75000,0.2,15000.0,2,29.9,0.5,60000.0,0.65,57000.0,48450.0,1453.5,270.0,0.29250000000000004
2022-08-31,Segment A,PLAN,Branch_2,75000,0.2,15000.0,2,29.9,0.5,60000.0,0.65,57000.0,48450.0,1453.5,270.0,0.29250000000000004
2022-08-31,Segment A,PLAN,Branch_3,75000,0.2,15000.0,2,29.9,0.5,60000.0,0.65,57000.0,48450.0,1453.5,270.0,0.29250000000000004
2022-09-30,Segment A,PLAN,Branch_1,75000,0.2,15000.0,2,29.9,0.5,60000.0,0.65,57000.0,48450.0,1453.5,270.0,0.29250000000000004
2022-09-30,Segment A,PLAN,Branch_2,75000,0.2,15000.0,2,29.9,0.5,60000.0,0.65,57000.0,48450.0,1453.5,270.0,0.29250000000000004
2022-09-30,Segment A,PLAN,Branch_3,75000,0.2,15000.0,2,29.9,0.5,60000.0,0.65,57000.0,48450.0,1453.5,270.0,0.29250000000000004
2022-10-31,Segment A,PLAN,Branch_1,75000,0.2,15000.0,2,29.9,0.5,60000.0,0.65,57000.0,48450.0,1453.5,270.0,0.29250000000000004
2022-10-31,Segment A,PLAN,Branch_2,75000,0.2,15000.0,2,29.9,0.5,60000.0,0.65,57000.0,48450.0,1453.5,270.0,0.29250000000000004
2022-10-31,Segment A,PLAN,Branch_3,75000,0.2,15000.0,2,29.9,0.5,60000.0,0.65,57000.0,48450.0,1453.5,270.0,0.29250000000000004
2022-11-30,Segment A,PLAN,Branch_1,75000,0.2,15000.0,2,29.9,0.5,60000.0,0.65,57000.0,48450.0,1453.5,270.0,0.29250000000000004
2022-11-30,Segment A,PLAN,Branch_2,75000,0.2,15000.0,2,29.9,0.5,60000.0,0.65,57000.0,48450.0,1453.5,270.0,0.29250000000000004
2022-11-30,Segment A,PLAN,Branch_3,75000,0.2,15000.0,2,29.9,0.5,60000.0,0.65,57000.0,48450.0,1453.5,270.0,0.29250000000000004
2022-12-31,Segment A,PLAN,Branch_1,75000,0.2,15000.0,2,29.9,0.5,60000.0,0.65,57000.0,48450.0,1453.5,270.0,0.29250000000000004
2022-12-31,Segment A,PLAN,Branch_2,75000,0.2,15000.0,2,29.9,0.5,60000.0,0.65,57000.0,48450.0,1453.5,270.0,0.29250000000000004
2022-12-31,Segment A,PLAN,Branch_3,75000,0.2,15000.0,2,29.9,0.5,60000.0,0.65,57000.0,48450.0,1453.5,270.0,0.29250000000000004
2023-01-31,Segment A,PLAN,Branch_1,75000,0.2,15000.0,2,29.9,0.5,60000.0,0.65,57000.0,48450.0,1453.5,270.0,0.29250000000000004
2023-01-31,Segment A,PLAN,Branch_2,75000,0.2,15000.0,2,29.9,0.5,60000.0,0.65,57000.0,48450.0,1453.5,270.0,0.29250000000000004
2023-01-31,Segment A,PLAN,Branch_3,75000,0.2,15000.0,2,29.9,0.5,60000.0,0.65,57000.0,48450.0,1453.5,270.0,0.29250000000000004
2023-02-28,Segment A,PLAN,Branch_1,75000,0.2,15000.0,2,29.9,0.5,60000.0,0.65,57000.0,48450.0,1453.5,270.0,0.29250000000000004
2023-02-28,Segment A,PLAN,Branch_2,75000,0.2,15000.0,2,29.9,0.5,60000.0,0.65,57000.0,48450.0,1453.5,270.0,0.29250000000000004
2023-02-28,Segment A,PLAN,Branch_3,75000,0.2,15000.0,2,29.9,0.5,60000.0,0.65,57000.0,48450.0,1453.5,270.0,0.29250000000000004
2023-03-31,Segment A,PLAN,Branch_1,75000,0.2,15000.0,2,29.9,0.5,60000.0,0.65,57000.0,48450.0,1453.5,270.0,0.29250000000000004
2023-03-31,Segment A,PLAN,Branch_2,75000,0.2,15000.0,2,29.9,0.5,60000.0,0.65,57000.0,48450.0,1453.5,270.0,0.29250000000000004
2023-03-31,Segment A,PLAN,Branch_3,75000,0.2,15000.0,2,29.9,0.5,60000.0,0.65,57000.0,48450.0,1453.5,270.0,0.29250000000000004
2023-04-30,Segment A,PLAN,Branch_1,75000,0.2,15000.0,2,29.9,0.5,60000.0,0.65,57000.0,48450.0,1453.5,270.0,0.29250000000000004
2023-04-30,Segment A,PLAN,Branch_2,75000,0.2,15000.0,2,29.9,0.5,60000.0,0.65,57000.0,48450.0,1453.5,270.0,0.29250000000000004
2023-04-30,Segment A,PLAN,Branch_3,75000,0.2,15000.0,2,29.9,0.5,60000.0,0.65,57000.0,48450.0,1453.5,270.0,0.29250000000000004
2023-05-31,Segment A,PLAN,Branch_1,75000,0.2,15000.0,2,29.9,0.5,60000.0,0.65,57000.0,48450.0,1453.5,270.0,0.29250000000000004
2023-05-31,Segment A,PLAN,Branch_2,75000,0.2,15000.0,2,29.9,0.5,60000.0,0.65,57000.0,48450.0,1453.5,270.0,0.29250000000000004
2023-05-31,Segment A,PLAN,Branch_3,75000,0.2,15000.0,2,29.9,0.5,60000.0,0.65,57000.0,48450.0,1453.5,270.0,0.29250000000000004
2023-06-30,Segment A,PLAN,Branch_1,75000,0.2,15000.0,2,29.9,0.5,60000.0,0.65,57000.0,48450.0,1453.5,270.0,0.29250000000000004
2023-06-30,Segment A,PLAN,Branch_2,75000,0.2,15000.0,2,29.9,0.5,60000.0,0.65,57000.0,48450.0,1453.5,270.0,0.29250000000000004
2023-06-30,Segment A,PLAN,Branch_3,75000,0.2,15000.0,2,29.9,0.5,60000.0,0.65,57000.0,48450.0,1453.5,270.0,0.29250000000000004
2023-07-31,Segment A,PLAN,Branch_1,75000,0.2,15000.0,2,29.9,0.5,60000.0,0.65,57000.0,48450.0,1453.5,270.0,0.29250000000000004
2023-07-31,Segment A,PLAN,Branch_2,75000,0.2,15000.0,2,29.9,0.5,60000.0,0.65,57000.0,48450.0,1453.5,270.0,0.29250000000000004
2023-07-31,Segment A,PLAN,Branch_3,75000,0.2,15000.0,2,29.9,0.5,60000.0,0.65,57000.0,48450.0,1453.5,270.0,0.29250000000000004
2023-08-31,Segment A,PLAN,Branch_1,75000,0.2,15000.0,2,29.9,0.5,60000.0,0.65,57000.0,48450.0,1453.5,270.0,0.29250000000000004
2023-08-31,Segment A,PLAN,Branch_2,75000,0.2,15000.0,2,29.9,0.5,60000.0,0.65,57000.0,48450.0,1453.5,270.0,0.29250000000000004
2023-08-31,Segment A,PLAN,Branch_3,75000,0.2,15000.0,2,29.9,0.5,60000.0,0.65,57000.0,48450.0,1453.5,270.0,0.29250000000000004
2023-09-30,Segment A,PLAN,Branch_1,75000,0.2,15000.0,2,29.9,0.5,60000.0,0.65,57000.0,48450.0,1453.5,270.0,0.29250000000000004
2023-09-30,Segment A,PLAN,Branch_2,75000,0.2,15000.0,2,29.9,0.5,60000.0,0.65,57000.0,48450.0,1453.5,270.0,0.29250000000000004
2023-09-30,Segment A,PLAN,Branch_3,75000,0.2,15000.0,2,29.9,0.5,60000.0,0.65,57000.0,48450.0,1453.5,270.0,0.29250000000000004
2023-10-31,Segment A,PLAN,Branch_1,75000,0.2,15000.0,2,29.9,0.5,60000.0,0.65,57000.0,48450.0,1453.5,270.0,0.29250000000000004
2023-10-31,Segment A,PLAN,Branch_2,75000,0.2,15000.0,2,29.9,0.5,60000.0,0.65,57000.0,48450.0,1453.5,270.0,0.29250000000000004
2023-10-31,Segment A,PLAN,Branch_3,75000,0.2,15000.0,2,29.9,0.5,60000.0,0.65,57000.0,48450.0,1453.5,270.0,0.29250000000000004
2023-11-30,Segment A,PLAN,Branch_1,75000,0.2,15000.0,2,29.9,0.5,60000.0,0.65,57000.0,48450.0,1453.5,270.0,0.29250000000000004
2023-11-30,Segment A,PLAN,Branch_2,75000,0.2,15000.0,2,29.9,0.5,60000.0,0.65,57000.0,48450.0,1453.5,270.0,0.29250000000000004
2023-11-30,Segment A,PLAN,Branch_3,75000,0.2,15000.0,2,29.9,0.5,60000.0,0.65,57000.0,48450.0,1453.5,270.0,0.29250000000000004
2023-12-31,Segment A,PLAN,Branch_1,75000,0.2,15000.0,2,29.9,0.5,60000.0,0.65,57000.0,48450.0,1453.5,270.0,0.29250000000000004
2023-12-31,Segment A,PLAN,Branch_2,75000,0.2,15000.0,2,29.9,0.5,60000.0,0.65,57000.0,48450.0,1453.5,270.0,0.29250000000000004
2023-12-31,Segment A,PLAN,Branch_3,75000,0.2,15000.0,2,29.9,0.5,60000.0,0.65,57000.0,48450.0,1453.5,270.0,0.29250000000000004
2024-01-31,Segment A,PLAN,Branch_1,75000,0.2,15000.0,2,29.9,0.5,60000.0,0.65,57000.0,48450.0,1453.5,270.0,0.29250000000000004
2024-01-31,Segment A,PLAN,Branch_2,75000,0.2,15000.0,2,29.9,0.5,60000.0,0.65,57000.0,48450.0,1453.5,270.0,0.29250000000000004
2024-01-31,Segment A,PLAN,Branch_3,75000,0.2,15000.0,2,29.9,0.5,60000.0,0.65,57000.0,48450.0,1453.5,270.0,0.29250000000000004
2024-02-29,Segment A,PLAN,Branch_1,75000,0.2,15000.0,2,29.9,0.5,60000.0,0.65,57000.0,48450.0,1453.5,270.0,0.29250000000000004
2024-02-29,Segment A,PLAN,Branch_2,75000,0.2,15000.0,2,29.9,0.5,60000.0,0.65,57000.0,48450.0,1453.5,270.0,0.29250000000000004
2024-02-29,Segment A,PLAN,Branch_3,75000,0.2,15000.0,2,29.9,0.5,60000.0,0.65,57000.0,48450.0,1453.5,270.0,0.29250000000000004
2024-03-31,Segment A,PLAN,Branch_1,75000,0.2,15000.0,2,29.9,0.5,60000.0,0.65,57000.0,48450.0,1453.5,270.0,0.29250000000000004
2024-03-31,Segment A,PLAN,Branch_2,75000,0.2,15000.0,2,29.9,0.5,60000.0,0.65,57000.0,48450.0,1453.5,270.0,0.29250000000000004
2024-03-31,Segment A,PLAN,Branch_3,75000,0.2,15000.0,2,29.9,0.5,60000.0,0.65,57000.0,48450.0,1453.5,270.0,0.29250000000000004
2024-04-30,Segment A,PLAN,Branch_1,75000,0.2,15000.0,2,29.9,0.5,60000.0,0.65,57000.0,48450.0,1453.5,270.0,0.29250000000000004
2024-04-30,Segment A,PLAN,Branch_2,75000,0.2,15000.0,2,29.9,0.5,60000.0,0.65,57000.0,48450.0,1453.5,270.0,0.29250000000000004
2024-04-30,Segment A,PLAN,Branch_3,75000,0.2,15000.0,2,29.9,0.5,60000.0,0.65,57000.0,48450.0,1453.5,270.0,0.29250000000000004
2024-05-31,Segment A,PLAN,Branch_1,75000,0.2,15000.0,2,29.9,0.5,60000.0,0.65,57000.0,48450.0,1453.5,270.0,0.29250000000000004
2024-05-31,Segment A,PLAN,Branch_2,75000,0.2,15000.0,2,29.9,0.5,60000.0,0.65,57000.0,48450.0,1453.5,270.0,0.29250000000000004
2024-05-31,Segment A,PLAN,Branch_3,75000,0.2,15000.0,2,29.9,0.5,60000.0,0.65,57000.0,48450.0,1453.5,270.0,0.29250000000000004
2024-06-30,Segment A,PLAN,Branch_1,75000,0.2,15000.0,2,29.9,0.5,60000.0,0.65,57000.0,48450.0,1453.5,270.0,0.29250000000000004
2024-06-30,Segment A,PLAN,Branch_2,75000,0.2,15000.0,2,29.9,0.5,60000.0,0.65,57000.0,48450.0,1453.5,270.0,0.29250000000000004
2024-06-30,Segment A,PLAN,Branch_3,75000,0.2,15000.0,2,29.9,0.5,60000.0,0.65,57000.0,48450.0,1453.5,270.0,0.29250000000000004
2024-07-31,Segment A,PLAN,Branch_1,75000,0.2,15000.0,2,29.9,0.5,60000.0,0.65,57000.0,48450.0,1453.5,270.0,0.29250000000000004
2024-07-31,Segment A,PLAN,Branch_2,75000,0.2,15000.0,2,29.9,0.5,60000.0,0.65,57000.0,48450.0,1453.5,270.0,0.29250000000000004
2024-07-31,Segment A,PLAN,Branch_3,75000,0.2,15000.0,2,29.9,0.5,60000.0,0.65,57000.0,48450.0,1453.5,270.0,0.29250000000000004
2024-08-31,Segment A,PLAN,Branch_1,75000,0.2,15000.0,2,29.9,0.5,60000.0,0.65,57000.0,48450.0,1453.5,270.0,0.29250000000000004
2024-08-31,Segment A,PLAN,Branch_2,75000,0.2,15000.0,2,29.9,0.5,60000.0,0.65,57000.0,48450.0,1453.5,270.0,0.29250000000000004
2024-08-31,Segment A,PLAN,Branch_3,75000,0.2,15000.0,2,29.9,0.5,60000.0,0.65,57000.0,48450.0,1453.5,270.0,0.29250000000000004
2024-09-30,Segment A,PLAN,Branch_1,75000,0.2,15000.0,2,29.9,0.5,60000.0,0.65,57000.0,48450.0,1453.5,270.0,0.29250000000000004
2024-09-30,Segment A,PLAN,Branch_2,75000,0.2,15000.0,2,29.9,0.5,60000.0,0.65,57000.0,48450.0,1453.5,270.0,0.29250000000000004
2024-09-30,Segment A,PLAN,Branch_3,75000,0.2,15000.0,2,29.9,0.5,60000.0,0.65,57000.0,48450.0,1453.5,270.0,0.29250000000000004
2024-10-31,Segment A,PLAN,Branch_1,75000,0.2,15000.0,2,29.9,0.5,60000.0,0.65,57000.0,48450.0,1453.5,270.0,0.29250000000000004
2024-10-31,Segment A,PLAN,Branch_2,75000,0.2,15000.0,2,29.9,0.5,60000.0,0.65,57000.0,48450.0,1453.5,270.0,0.29250000000000004
2024-10-31,Segment A,PLAN,Branch_3,75000,0.2,15000.0,2,29.9,0.5,60000.0,0.65,57000.0,48450.0,1453.5,270.0,0.29250000000000004
2024-11-30,Segment A,PLAN,Branch_1,75000,0.2,15000.0,2,29.9,0.5,60000.0,0.65,57000.0,48450.0,1453.5,270.0,0.29250000000000004
2024-11-30,Segment A,PLAN,Branch_2,75000,0.2,15000.0,2,29.9,0.5,60000.0,0.65,57000.0,48450.0,1453.5,270.0,0.29250000000000004
2024-11-30,Segment A,PLAN,Branch_3,75000,0.2,15000.0,2,29.9,0.5,60000.0,0.65,57000.0,48450.0,1453.5,270.0,0.29250000000000004
2020-09-30,Segment A,ACTUALS,Branch_1,73479,0.2,14695.800000000001,1,14.95,0.26066421918267435,31279.706301920924,0.348613435620384,28989.55416086854,24003.609143464964,706.6585006206274,199.85547229922113,0.3451678324560086
2020-09-30,Segment A,ACTUALS,Branch_2,76734,0.2,15346.800000000001,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219.21640171947973,0.0
2020-09-30,Segment A,ACTUALS,Branch_3,73805,0.2,14761.0,1,14.95,0.25179074976308247,30214.889971569897,0.34629767729972866,28411.480423685694,24281.919632419816,753.3475498121468,287.57173645229113,0.32946680655850047
2020-10-31,Segment A,ACTUALS,Branch_1,73782,0.2,14756.400000000001,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,302.22385588747284,0.0
2020-10-31,Segment A,ACTUALS,Branch_2,74556,0.2,14911.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208.48967042163144,0.0
2020-10-31,Segment A,ACTUALS,Branch_3,74849,0.2,14969.800000000001,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,271.4063788336497,0.0
2020-11-30,Segment A,ACTUALS,Branch_1,74382,0.2,14876.400000000001,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.38615015812266,0.0
2020-11-30,Segment A,ACTUALS,Branch_2,75306,0.2,15061.2,1,14.95,0.25149557118056654,30179.468541667986,0.3515704393550895,29422.024809164308,24982.760809738556,745.0859824902714,261.07672393635,0.30774085044107236
2020-11-30,Segment A,ACTUALS,Branch_3,73824,0.2,14764.800000000001,1,14.95,0.2723461357923651,32681.536295083813,0.3625973419906359,30955.998878322578,25602.557137774438,697.5576181670563,194.77298634651575,0.20156358935818167
2020-12-31,Segment A,ACTUALS,Branch_1,73568,0.2,14713.6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,346.9920560121867,0.0
2020-12-31,Segment A,ACTUALS,Branch_2,75081,0.2,15016.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,284.7670478832884,0.0
2020-12-31,Segment A,ACTUALS,Branch_3,76222,0.2,15244.400000000001,1,14.95,0.2702367741727043,32428.412900724517,0.3389885604827522,30618.360487706912,26007.82651541559,664.5392746325751,187.60680554852826,0.24137315548776797
2021-01-31,Segment A,ACTUALS,Branch_1,74665,0.2,14933.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,358.5208627119291,0.0
